IEC CDD Code,UnitId,DisplayName,Description
0112/2///62720#UAD821,705847889,lb/(gal (UK))/(ft³/s,pound second per gallon (UK) cubic foot
0112/2///62720#UAD822,705847890,lb/(gal (UK))/(yd³/s,pound second per gallon (UK) cubic yard
0112/2///62720#UAD823,705847891,oz/in³)/(gal (US)/s,ounce second per cubic inch gallon (US)
0112/2///62720#UAD824,705847892,oz/in³)/(gal (UK)/s,ounce second per cubic inch gallon (UK)
0112/2///62720#UAD825,705847893,oz/in³)/(in³/s,ounce second per power of inch with the exponent 6
0112/2///62720#UAD826,705847894,oz/in³)/(ft³/s,ounce second per cubic inch cubic foot
0112/2///62720#UAD827,705847895,oz/in³)/(yd³/s,ounce second per cubic inch cubic yard
0112/2///62720#UAD828,705847896,g/(m³·mPa·s),gram per cubic metre millipascal second
0112/2///62720#UAD829,705847897,g/m³)/(Pa·s,gram per cubic metre pascal second
0112/2///62720#UAD830,705847920,g/m³)/P,gram per cubic metre poise
0112/2///62720#UAD831,705847921,g/m³)/cP,gram per cubic metre centipoise
0112/2///62720#UAD832,705847922,g/l)/(Pa·s,gram per litre pascal second
0112/2///62720#UAD833,705847923,g/l)/P,gram per litre poise
0112/2///62720#UAD834,705847924,g/l)/cP,gram per litre centipoise
0112/2///62720#UAD835,705847925,mg/m³)/(mPa·s,milligram per cubic metre millipascal second
0112/2///62720#UAD836,705847926,mg/m³)/(Pa·s,milligram per cubic metre pascal second
0112/2///62720#UAD837,705847927,mg/m³)/P,milligram per cubic metre poise
0112/2///62720#UAD838,705847928,mg/m³)/cP,milligram per cubic metre centipoise
0112/2///62720#UAD839,705847929,mg/l)/(Pa·s,milligram per litre pascal second
0112/2///62720#UAD840,705847952,mg/l)/P,milligram per litre poise
0112/2///62720#UAD841,705847953,mg/l)/cP,milligram per litre centipoise
0112/2///62720#UAD842,705847954,lb/ft³)/(lb/(ft·h),hour per square foot
0112/2///62720#UAD843,705847955,lb/ft³)/(lb/(ft·s),second per square foot
0112/2///62720#UAD844,705847956,lb/ft³)/(lbf·s/ft²,pound per foot pound-force second
0112/2///62720#UAD845,705847957,lb/ft³)/(lbf·s/in²,pound square inch per cubic foot pound-force second
0112/2///62720#UAD846,705847958,lb/in³)/(lb/(ft·h),foot hour per cubic inch
0112/2///62720#UAD847,705847959,lb/in³)/(lb/(ft·s),foot second per cubic inch
0112/2///62720#UAD848,705847960,lb/in³)/(lbf·s/ft²,pound square foot per cubic inch pound-force second
0112/2///62720#UAD849,705847961,lb/in³)/(lbf·s/in²,pound square inch per cubic inch pound-force second
0112/2///62720#UAD850,705847984,lb/(gal (US))/(lb/(ft·h),foot hour per gallon (US)
0112/2///62720#UAD851,705847985,lb/(gal (US))/(lb/(ft·s),foot second per gallon (US)
0112/2///62720#UAD852,705847986,lb/(gal (US))/(lbf·s/ft²,pound square foot per gallon (US) pound-force second
0112/2///62720#UAD853,705847987,lb/(gal (US))/(lbf·s/in²,pound square inch per gallon (US) pound-force second
0112/2///62720#UAD854,705847988,lb/(gal (UK))/(lb/(ft·h),foot hour per gallon (UK)
0112/2///62720#UAD855,705847989,lb/(gal (UK))/(lb/(ft·s),foot second per gallon (UK)
0112/2///62720#UAD856,705847990,lb/(gal (UK))/(lbf·s/ft²,pound square foot per gallon(UK) pound-force second
0112/2///62720#UAD857,705847991,lb/(gal (UK))/(lbf·s/in²,pound square inch per gallon(UK) pound-force second
0112/2///62720#UAD858,705847992,oz/in³)/(lb/(ft·h),ounce foot hour per cubic inch pound
0112/2///62720#UAD859,705847993,oz/in³)/(lb/(ft·s),ounce foot second per cubic inch pound
0112/2///62720#UAD860,705848016,oz/in³)/(lbf·s/ft²,ounce square foot per cubic inch pound-force second
0112/2///62720#UAD861,705848017,oz/in³)/(lbf·s/in²,ounce square inch per cubic inch pound-force second
0112/2///62720#UAD864,705848020,mg/m³)/(m³/s,milligram second per power of metre with the exponent 6
0112/2///62720#UAD865,705848021,mg/m³)/(cm³/s,milligram second per cubic metre cubic centimetre
0112/2///62720#UAD866,705848022,oz/in³)/(gal (US)/min,ounce minute per cubic inch gallon (US)
0112/2///62720#UAD867,705848023,oz·min/(in³·gal (UK)),ounce minute per cubic inch gallon (UK)
0112/2///62720#UAD868,705848024,g/l)/(mPa·s,gram per litre millipascal second
0112/2///62720#UAD869,705848025,mg/l)/(mPa·s,milligram per litre millipascal second
0112/2///62720#UAD870,705848048,mg/m³)/(l/min,milligram minute per cubic metre litre
0112/2///62720#UAD873,705848051,1/%,reciprocal percent
0112/2///62720#UAD878,705848056,mΩ/bar,milliohm per bar
0112/2///62720#UAD879,705848057,Ω/bar,ohm per bar
0112/2///62720#UAD880,705848080,kΩ/bar,kiloohm per bar
0112/2///62720#UAD881,705848081,MΩ/bar,megaohm per bar
0112/2///62720#UAD896,705848118,A/K,ampere per kelvin
0112/2///62720#UAD897,705848119,mA/K,milliampere per kelvin
0112/2///62720#UAD898,705848120,µA/K,microampere per kelvin
0112/2///62720#UAD899,705848121,nA/K,nanoampere per kelvin
0112/2///62720#UAD900,705848848,kA/K,kiloampere per kelvin
0112/2///62720#UAD925,705848917,ppm,part per million
0112/2///62720#UAD926,705848918,ppb,part per billion
0112/2///62720#UAD927,705848919,ppt,part per trillion
0112/2///62720#UAD928,705848920,ppq,part per quadrillion
0112/2///62720#UAD931,705848945,kcmil,thousands of circular mil
0112/2///62720#UAD932,705848946,K/d,kelvin per day
0112/2///62720#UAD933,705848947,°R/d,degree Rankine per day
0112/2///62720#UAD934,705848948,K/m,kelvin per metre
0112/2///62720#UAD935,705848949,°R/m,degree Rankine per metre
0112/2///62720#UAD936,705848950,ppm·h,part per million hour
0112/2///62720#UAD937,705848951,%·h,percent hour
0112/2///62720#UAD938,705848952,Pa/s,pascal per second
0112/2///62720#UAD939,705848953,hPa/s,hectopascal per second
0112/2///62720#UAD940,705848976,hPa/h,hectopascal per hour
0112/2///62720#UAD941,705848977,A/s,ampere per second
0112/2///62720#UAD942,705848978,A/ms,ampere per millisecond
0112/2///62720#UAD943,705848979,A/µs,ampere per microsecond
0112/2///62720#UAD944,705848980,W/m²,watt per square metre
0112/2///62720#UAD945,705848981,KW/m²,kilowatt per square metre
